user_id,signup_month,acquisition_channel,onboarding_path,device,account_segment,signed_up,email_verified,profile_completed,listing_connected,first_report_published,converted_to_paid,retained_day_30,retained_day_90,teammate_invited,days_to_activation,mrr_usd
U101243,2026-04,SEO / Organic,Self-serve,Mobile,Single location,1,1,1,1,1,0,0,0,1,12.0,0.0
U101244,2026-02,Partner / Agency,Guided setup,Desktop,Single location,1,1,1,1,1,0,0,0,0,4.7,0.0
U101245,2026-07,Email / Lifecycle,Guided setup,Mobile,Multi-location,1,1,1,0,0,0,0,0,0,,0.0
U101246,2026-04,SEO / Organic,Guided setup,Desktop,Single location,1,1,1,1,1,0,0,0,0,4.1,0.0
U101247,2026-02,Meta Ads,Guided setup,Mobile,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101248,2026-07,Meta Ads,Guided setup,Desktop,Multi-location,1,1,0,0,0,0,0,0,0,,0.0
U101249,2026-06,Google Search Ads,Guided setup,Mobile,Single location,1,1,1,1,1,0,0,0,0,3.9,0.0
U101250,2026-03,SEO / Organic,Self-serve,Mobile,Agency,1,0,0,0,0,0,0,0,0,,0.0
U101251,2026-06,Google Search Ads,Self-serve,Desktop,Single location,1,1,1,1,1,0,0,0,0,6.6,0.0
U101252,2026-06,Partner / Agency,Self-serve,Desktop,Agency,1,1,1,0,0,0,0,0,0,,0.0
U101253,2026-07,Partner / Agency,Self-serve,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101254,2026-04,Google Search Ads,Self-serve,Mobile,Multi-location,1,1,1,0,0,0,0,0,1,,0.0
U101255,2026-04,SEO / Organic,Guided setup,Mobile,Agency,1,1,1,0,0,0,0,0,0,,0.0
U101256,2026-06,LinkedIn Ads,Self-serve,Desktop,Multi-location,1,0,0,0,0,0,0,0,0,,0.0
U101257,2026-04,Meta Ads,Self-serve,Desktop,Single location,1,1,0,0,0,0,0,0,0,,0.0
U101258,2026-07,Meta Ads,Self-serve,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101259,2026-07,Partner / Agency,Self-serve,Desktop,Multi-location,1,1,0,0,0,0,0,0,0,,0.0
U101260,2026-07,Meta Ads,Self-serve,Mobile,Agency,1,1,1,0,0,0,0,0,0,,0.0
U101261,2026-07,Meta Ads,Self-serve,Desktop,Agency,1,0,0,0,0,0,0,0,0,,0.0
U101262,2026-06,SEO / Organic,Self-serve,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101263,2026-07,Email / Lifecycle,Self-serve,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101264,2026-07,Google Search Ads,Self-serve,Desktop,Single location,1,1,1,1,0,0,0,0,0,,0.0
U101265,2026-07,Partner / Agency,Guided setup,Mobile,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101266,2026-02,Google Search Ads,Self-serve,Desktop,Multi-location,1,1,1,1,1,0,0,0,0,8.3,0.0
U101267,2026-02,Partner / Agency,Self-serve,Mobile,Multi-location,1,1,1,0,0,0,0,0,0,,0.0
U101268,2026-04,Partner / Agency,Guided setup,Desktop,Single location,1,1,1,1,1,1,1,1,0,2.7,100.79
U101269,2026-07,SEO / Organic,Self-serve,Desktop,Multi-location,1,1,0,0,0,0,0,0,0,,0.0
U101270,2026-05,Google Search Ads,Guided setup,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101271,2026-07,Google Search Ads,Self-serve,Mobile,Single location,1,1,0,0,0,0,0,0,0,,0.0
U101272,2026-03,LinkedIn Ads,Guided setup,Mobile,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101273,2026-03,Google Search Ads,Self-serve,Mobile,Multi-location,1,1,1,0,0,0,0,0,0,,0.0
U101274,2026-05,Meta Ads,Self-serve,Desktop,Single location,1,0,0,0,0,0,0,0,0,,0.0
U101275,2026-06,Partner / Agency,Self-serve,Mobile,Multi-location,1,1,1,1,0,0,0,0,0,,0.0
U101276,2026-04,SEO / Organic,Self-serve,Desktop,Single location,1,1,1,1,0,0,0,0,1,,0.0
U101277,2026-03,LinkedIn Ads,Self-serve,Mobile,Single location,1,1,0,0,0,0,0,0,0,,0.0
U101278,2026-06,Email / Lifecycle,Self-serve,Desktop,Agency,1,1,1,1,1,1,1,1,1,15.5,133.0
U101279,2026-02,Email / Lifecycle,Self-serve,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101280,2026-04,Meta Ads,Guided setup,Desktop,Agency,1,1,0,0,0,0,0,0,0,,0.0
U101281,2026-07,Google Search Ads,Self-serve,Desktop,Single location,1,1,0,0,0,0,0,0,0,,0.0
U101282,2026-03,Google Search Ads,Guided setup,Mobile,Single location,1,1,1,0,0,0,0,0,1,,0.0
U101283,2026-06,Meta Ads,Self-serve,Mobile,Multi-location,1,1,0,0,0,0,0,0,0,,0.0
U101284,2026-03,Email / Lifecycle,Self-serve,Mobile,Multi-location,1,1,0,0,0,0,0,0,0,,0.0
U101285,2026-04,Email / Lifecycle,Self-serve,Mobile,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101286,2026-04,LinkedIn Ads,Self-serve,Desktop,Multi-location,1,1,1,0,0,0,0,0,0,,0.0
U101287,2026-03,Google Search Ads,Self-serve,Desktop,Multi-location,1,0,0,0,0,0,0,0,0,,0.0
U101288,2026-07,Google Search Ads,Self-serve,Desktop,Single location,1,1,0,0,0,0,0,0,0,,0.0
U101289,2026-05,SEO / Organic,Self-serve,Desktop,Multi-location,1,0,0,0,0,0,0,0,0,,0.0
U101290,2026-03,SEO / Organic,Self-serve,Desktop,Single location,1,1,0,0,0,0,0,0,0,,0.0
U101291,2026-04,Meta Ads,Self-serve,Mobile,Multi-location,1,0,0,0,0,0,0,0,0,,0.0
U101292,2026-05,Email / Lifecycle,Guided setup,Mobile,Multi-location,1,1,1,0,0,0,0,0,0,,0.0
U101293,2026-03,Meta Ads,Self-serve,Mobile,Agency,1,0,0,0,0,0,0,0,0,,0.0
U101294,2026-05,Meta Ads,Guided setup,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101295,2026-04,Meta Ads,Self-serve,Mobile,Multi-location,1,0,0,0,0,0,0,0,0,,0.0
U101296,2026-02,Google Search Ads,Guided setup,Desktop,Multi-location,1,0,0,0,0,0,0,0,0,,0.0
U101297,2026-04,Google Search Ads,Self-serve,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101298,2026-06,Meta Ads,Self-serve,Mobile,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101299,2026-04,SEO / Organic,Self-serve,Mobile,Agency,1,1,1,1,1,0,0,0,1,9.2,0.0
U101300,2026-06,Google Search Ads,Self-serve,Desktop,Single location,1,1,1,1,1,0,0,0,1,4.9,0.0
U101301,2026-07,LinkedIn Ads,Self-serve,Desktop,Multi-location,1,1,1,1,0,0,0,0,1,,0.0
U101302,2026-07,Partner / Agency,Self-serve,Desktop,Agency,1,1,1,0,0,0,0,0,1,,0.0
U101303,2026-05,Google Search Ads,Self-serve,Desktop,Single location,1,1,1,1,1,0,0,0,1,5.9,0.0
U101304,2026-06,LinkedIn Ads,Self-serve,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101305,2026-04,Meta Ads,Self-serve,Mobile,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101306,2026-07,SEO / Organic,Guided setup,Desktop,Single location,1,1,1,1,1,0,0,0,1,0.9,0.0
U101307,2026-05,Partner / Agency,Self-serve,Desktop,Single location,1,1,1,1,1,0,0,0,0,5.1,0.0
U101308,2026-07,Email / Lifecycle,Self-serve,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101309,2026-05,Google Search Ads,Guided setup,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101310,2026-04,LinkedIn Ads,Self-serve,Desktop,Multi-location,1,1,1,0,0,0,0,0,0,,0.0
U101311,2026-06,Partner / Agency,Self-serve,Mobile,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101312,2026-06,LinkedIn Ads,Self-serve,Mobile,Multi-location,1,1,1,0,0,0,0,0,0,,0.0
U101313,2026-07,Meta Ads,Self-serve,Desktop,Multi-location,1,1,1,1,0,0,0,0,1,,0.0
U101314,2026-06,Partner / Agency,Self-serve,Desktop,Single location,1,1,0,0,0,0,0,0,0,,0.0
U101315,2026-07,LinkedIn Ads,Guided setup,Mobile,Single location,1,1,1,1,1,0,0,0,0,7.0,0.0
U101316,2026-04,Email / Lifecycle,Self-serve,Desktop,Agency,1,1,1,0,0,0,0,0,0,,0.0
U101317,2026-07,Google Search Ads,Self-serve,Desktop,Single location,1,1,1,0,0,0,0,0,1,,0.0
U101318,2026-06,Email / Lifecycle,Guided setup,Desktop,Agency,1,1,1,0,0,0,0,0,0,,0.0
U101319,2026-06,Partner / Agency,Self-serve,Desktop,Single location,1,1,0,0,0,0,0,0,0,,0.0
U101320,2026-02,SEO / Organic,Self-serve,Mobile,Single location,1,1,0,0,0,0,0,0,0,,0.0
U101321,2026-03,Meta Ads,Self-serve,Desktop,Single location,1,0,0,0,0,0,0,0,0,,0.0
U101322,2026-04,SEO / Organic,Guided setup,Desktop,Agency,1,1,1,1,1,0,0,0,1,5.0,0.0
U101323,2026-02,Email / Lifecycle,Self-serve,Desktop,Multi-location,1,1,1,1,0,0,0,0,1,,0.0
U101324,2026-06,Partner / Agency,Guided setup,Desktop,Single location,1,1,1,1,1,0,0,0,0,9.8,0.0
U101325,2026-03,Meta Ads,Self-serve,Desktop,Single location,1,0,0,0,0,0,0,0,0,,0.0
U101326,2026-05,SEO / Organic,Self-serve,Desktop,Multi-location,1,0,0,0,0,0,0,0,0,,0.0
U101327,2026-04,Partner / Agency,Self-serve,Desktop,Single location,1,1,1,1,1,0,0,0,1,9.9,0.0
U101328,2026-07,SEO / Organic,Self-serve,Desktop,Multi-location,1,1,1,0,0,0,0,0,0,,0.0
U101329,2026-05,SEO / Organic,Guided setup,Mobile,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101330,2026-02,Partner / Agency,Self-serve,Desktop,Multi-location,1,1,1,1,1,0,0,0,1,8.0,0.0
U101331,2026-04,Meta Ads,Self-serve,Desktop,Single location,1,0,0,0,0,0,0,0,0,,0.0
U101332,2026-03,Google Search Ads,Self-serve,Mobile,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101333,2026-02,SEO / Organic,Self-serve,Desktop,Agency,1,1,0,0,0,0,0,0,0,,0.0
U101334,2026-07,Google Search Ads,Self-serve,Mobile,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101335,2026-02,Google Search Ads,Self-serve,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101336,2026-05,Email / Lifecycle,Self-serve,Mobile,Multi-location,1,0,0,0,0,0,0,0,0,,0.0
U101337,2026-04,SEO / Organic,Self-serve,Desktop,Single location,1,1,1,1,0,0,0,0,0,,0.0
U101338,2026-07,SEO / Organic,Guided setup,Mobile,Multi-location,1,1,1,1,1,0,0,0,1,2.2,0.0
U101339,2026-02,LinkedIn Ads,Guided setup,Desktop,Multi-location,1,0,0,0,0,0,0,0,0,,0.0
U101340,2026-04,Meta Ads,Guided setup,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101341,2026-06,Meta Ads,Self-serve,Desktop,Single location,1,1,0,0,0,0,0,0,0,,0.0
U101342,2026-06,Partner / Agency,Self-serve,Mobile,Multi-location,1,1,1,0,0,0,0,0,0,,0.0
U101343,2026-03,LinkedIn Ads,Self-serve,Desktop,Single location,1,1,1,1,1,0,0,0,0,15.9,0.0
U101344,2026-02,Google Search Ads,Self-serve,Mobile,Multi-location,1,1,1,1,0,0,0,0,0,,0.0
U101345,2026-06,Email / Lifecycle,Self-serve,Mobile,Multi-location,1,1,1,1,1,0,0,0,1,6.5,0.0
U101346,2026-02,Meta Ads,Guided setup,Mobile,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101347,2026-07,SEO / Organic,Guided setup,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101348,2026-06,Google Search Ads,Self-serve,Desktop,Single location,1,1,1,1,1,0,0,0,1,7.5,0.0
U101349,2026-07,SEO / Organic,Self-serve,Desktop,Multi-location,1,1,1,1,1,0,0,0,0,4.2,0.0
U101350,2026-03,Google Search Ads,Self-serve,Desktop,Multi-location,1,1,1,1,1,0,0,0,0,10.2,0.0
U101351,2026-04,Partner / Agency,Guided setup,Mobile,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101352,2026-03,Meta Ads,Self-serve,Desktop,Single location,1,1,0,0,0,0,0,0,0,,0.0
U101353,2026-07,Google Search Ads,Self-serve,Desktop,Single location,1,1,0,0,0,0,0,0,0,,0.0
U101354,2026-05,Email / Lifecycle,Guided setup,Mobile,Single location,1,1,1,1,1,1,1,1,0,5.4,178.72
U101355,2026-03,Google Search Ads,Guided setup,Mobile,Multi-location,1,1,1,1,1,1,1,1,0,2.0,224.61
U101356,2026-03,Meta Ads,Self-serve,Mobile,Single location,1,0,0,0,0,0,0,0,0,,0.0
U101357,2026-06,Partner / Agency,Self-serve,Desktop,Single location,1,1,1,1,1,0,0,0,1,4.2,0.0
U101358,2026-06,SEO / Organic,Self-serve,Desktop,Single location,1,1,1,1,0,0,0,0,0,,0.0
U101359,2026-04,Partner / Agency,Self-serve,Mobile,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101360,2026-03,SEO / Organic,Self-serve,Desktop,Multi-location,1,0,0,0,0,0,0,0,0,,0.0
U101361,2026-07,Google Search Ads,Self-serve,Mobile,Agency,1,1,0,0,0,0,0,0,0,,0.0
U101362,2026-07,LinkedIn Ads,Self-serve,Desktop,Single location,1,1,1,0,0,0,0,0,1,,0.0
U101363,2026-02,LinkedIn Ads,Guided setup,Desktop,Agency,1,1,1,1,1,0,0,0,1,1.5,0.0
U101364,2026-05,Meta Ads,Self-serve,Desktop,Agency,1,1,1,1,1,0,0,0,1,3.2,0.0
U101365,2026-05,SEO / Organic,Self-serve,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101366,2026-06,LinkedIn Ads,Self-serve,Desktop,Agency,1,1,1,1,1,1,1,1,1,7.9,173.15
U101367,2026-03,SEO / Organic,Self-serve,Desktop,Single location,1,1,1,1,1,0,0,0,1,6.3,0.0
U101368,2026-03,Meta Ads,Self-serve,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101369,2026-02,LinkedIn Ads,Guided setup,Desktop,Single location,1,1,1,1,1,1,1,1,0,6.6,129.21
U101370,2026-02,Meta Ads,Self-serve,Desktop,Single location,1,1,0,0,0,0,0,0,0,,0.0
U101371,2026-06,Meta Ads,Self-serve,Desktop,Multi-location,1,1,0,0,0,0,0,0,0,,0.0
U101372,2026-04,SEO / Organic,Self-serve,Mobile,Agency,1,1,1,1,1,0,0,0,1,2.9,0.0
U101373,2026-02,Email / Lifecycle,Self-serve,Desktop,Single location,1,1,1,1,1,0,0,0,0,4.6,0.0
U101374,2026-03,LinkedIn Ads,Guided setup,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101375,2026-06,Partner / Agency,Guided setup,Mobile,Single location,1,1,1,1,1,0,0,0,1,2.3,0.0
U101376,2026-05,Meta Ads,Self-serve,Desktop,Agency,1,1,1,1,1,0,0,0,1,3.2,0.0
U101377,2026-07,Google Search Ads,Guided setup,Mobile,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101378,2026-06,SEO / Organic,Self-serve,Mobile,Single location,1,1,1,1,1,1,1,1,0,8.3,128.6
U101379,2026-03,LinkedIn Ads,Self-serve,Mobile,Multi-location,1,0,0,0,0,0,0,0,0,,0.0
U101380,2026-02,Meta Ads,Self-serve,Desktop,Single location,1,1,0,0,0,0,0,0,0,,0.0
U101381,2026-05,SEO / Organic,Self-serve,Mobile,Multi-location,1,1,1,0,0,0,0,0,0,,0.0
U101382,2026-02,SEO / Organic,Self-serve,Desktop,Single location,1,1,0,0,0,0,0,0,0,,0.0
U101383,2026-05,SEO / Organic,Self-serve,Mobile,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101384,2026-07,Meta Ads,Self-serve,Desktop,Multi-location,1,1,1,1,1,0,0,0,0,10.5,0.0
U101385,2026-02,Google Search Ads,Self-serve,Desktop,Single location,1,1,0,0,0,0,0,0,0,,0.0
U101386,2026-07,LinkedIn Ads,Guided setup,Mobile,Single location,1,1,1,1,1,0,0,0,0,2.8,0.0
U101387,2026-06,Email / Lifecycle,Self-serve,Desktop,Single location,1,1,1,1,0,0,0,0,0,,0.0
U101388,2026-04,Meta Ads,Self-serve,Desktop,Single location,1,0,0,0,0,0,0,0,0,,0.0
U101389,2026-02,SEO / Organic,Self-serve,Mobile,Single location,1,1,1,1,1,0,0,0,1,13.5,0.0
U101390,2026-05,Partner / Agency,Self-serve,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101391,2026-04,SEO / Organic,Self-serve,Mobile,Single location,1,1,1,1,0,0,0,0,1,,0.0
U101392,2026-06,Meta Ads,Self-serve,Desktop,Single location,1,1,0,0,0,0,0,0,0,,0.0
U101393,2026-06,SEO / Organic,Self-serve,Desktop,Single location,1,0,0,0,0,0,0,0,0,,0.0
U101394,2026-05,Meta Ads,Self-serve,Mobile,Single location,1,0,0,0,0,0,0,0,0,,0.0
U101395,2026-04,Meta Ads,Self-serve,Mobile,Multi-location,1,1,0,0,0,0,0,0,0,,0.0
U101396,2026-07,Partner / Agency,Self-serve,Mobile,Single location,1,1,1,1,1,1,1,1,0,6.2,203.36
U101397,2026-05,Meta Ads,Self-serve,Desktop,Multi-location,1,1,1,0,0,0,0,0,0,,0.0
U101398,2026-03,LinkedIn Ads,Guided setup,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101399,2026-04,Meta Ads,Self-serve,Desktop,Single location,1,1,0,0,0,0,0,0,0,,0.0
U101400,2026-03,Google Search Ads,Self-serve,Mobile,Single location,1,1,1,0,0,1,0,0,1,,136.53
U101401,2026-04,Email / Lifecycle,Self-serve,Desktop,Single location,1,1,1,1,1,0,0,0,1,2.7,0.0
U101402,2026-05,Partner / Agency,Self-serve,Desktop,Single location,1,1,0,0,0,0,0,0,0,,0.0
U101403,2026-07,Google Search Ads,Self-serve,Mobile,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101404,2026-06,SEO / Organic,Self-serve,Mobile,Agency,1,1,1,0,0,0,0,0,0,,0.0
U101405,2026-07,Partner / Agency,Self-serve,Mobile,Multi-location,1,1,1,0,0,0,0,0,1,,0.0
U101406,2026-04,LinkedIn Ads,Guided setup,Mobile,Single location,1,1,1,1,1,0,0,0,0,1.8,0.0
U101407,2026-03,Partner / Agency,Self-serve,Desktop,Single location,1,1,1,1,1,0,0,0,1,6.4,0.0
U101408,2026-05,Partner / Agency,Self-serve,Desktop,Single location,1,1,1,1,1,0,0,0,1,12.8,0.0
U101409,2026-05,Partner / Agency,Guided setup,Mobile,Single location,1,0,0,0,0,0,0,0,0,,0.0
U101410,2026-05,Email / Lifecycle,Self-serve,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101411,2026-06,SEO / Organic,Self-serve,Mobile,Single location,1,1,1,1,0,0,0,0,0,,0.0
U101412,2026-02,SEO / Organic,Guided setup,Mobile,Multi-location,1,1,1,0,0,0,0,0,0,,0.0
U101413,2026-07,SEO / Organic,Self-serve,Mobile,Multi-location,1,0,0,0,0,0,0,0,0,,0.0
U101414,2026-04,Meta Ads,Self-serve,Desktop,Multi-location,1,1,1,0,0,0,0,0,0,,0.0
U101415,2026-07,SEO / Organic,Self-serve,Desktop,Agency,1,1,1,1,1,0,0,0,1,7.9,0.0
U101416,2026-02,Meta Ads,Self-serve,Mobile,Single location,1,1,0,0,0,0,0,0,0,,0.0
U101417,2026-03,Partner / Agency,Self-serve,Mobile,Single location,1,1,1,1,1,0,0,0,1,5.7,0.0
U101418,2026-06,SEO / Organic,Self-serve,Mobile,Single location,1,0,0,0,0,0,0,0,0,,0.0
U101419,2026-06,SEO / Organic,Guided setup,Mobile,Multi-location,1,1,1,1,0,0,0,0,0,,0.0
U101420,2026-05,SEO / Organic,Self-serve,Desktop,Multi-location,1,0,0,0,0,0,0,0,0,,0.0
U101421,2026-04,Email / Lifecycle,Self-serve,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101422,2026-07,Partner / Agency,Guided setup,Mobile,Single location,1,1,1,1,0,0,0,0,0,,0.0
U101423,2026-06,Google Search Ads,Self-serve,Desktop,Multi-location,1,1,1,0,0,0,0,0,0,,0.0
U101424,2026-06,Meta Ads,Self-serve,Mobile,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101425,2026-02,Google Search Ads,Self-serve,Desktop,Single location,1,1,1,1,0,0,0,0,0,,0.0
U101426,2026-03,LinkedIn Ads,Self-serve,Desktop,Agency,1,1,1,0,0,0,0,0,0,,0.0
U101427,2026-07,Partner / Agency,Self-serve,Desktop,Single location,1,1,1,1,1,0,0,0,1,7.8,0.0
U101428,2026-03,Google Search Ads,Guided setup,Desktop,Single location,1,1,1,1,0,0,0,0,0,,0.0
U101429,2026-07,Google Search Ads,Self-serve,Mobile,Multi-location,1,1,1,0,0,0,0,0,0,,0.0
U101430,2026-05,SEO / Organic,Self-serve,Mobile,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101431,2026-03,Partner / Agency,Self-serve,Desktop,Single location,1,1,1,1,1,0,0,0,0,11.6,0.0
U101432,2026-04,LinkedIn Ads,Self-serve,Mobile,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101433,2026-02,Google Search Ads,Guided setup,Mobile,Multi-location,1,1,1,1,1,0,0,0,1,3.6,0.0
U101434,2026-06,Meta Ads,Self-serve,Desktop,Single location,1,1,0,0,0,0,0,0,0,,0.0
U101435,2026-07,Partner / Agency,Self-serve,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101436,2026-06,Email / Lifecycle,Self-serve,Desktop,Single location,1,1,1,1,1,0,0,0,1,5.0,0.0
U101437,2026-07,Partner / Agency,Self-serve,Desktop,Multi-location,1,1,1,1,1,1,1,1,0,3.7,137.85
U101438,2026-06,Meta Ads,Self-serve,Desktop,Single location,1,1,0,0,0,0,0,0,0,,0.0
U101439,2026-06,Google Search Ads,Self-serve,Desktop,Single location,1,1,1,1,1,0,0,0,1,8.6,0.0
U101440,2026-06,Partner / Agency,Self-serve,Desktop,Single location,1,1,1,1,1,0,0,0,1,2.8,0.0
U101441,2026-03,Meta Ads,Guided setup,Desktop,Multi-location,1,1,1,1,1,0,0,0,1,6.8,0.0
U101442,2026-02,SEO / Organic,Self-serve,Desktop,Agency,1,0,0,0,0,0,0,0,0,,0.0
U101443,2026-03,LinkedIn Ads,Self-serve,Mobile,Multi-location,1,1,1,0,0,0,0,0,0,,0.0
U101444,2026-05,Partner / Agency,Guided setup,Mobile,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101445,2026-05,SEO / Organic,Self-serve,Mobile,Single location,1,1,0,0,0,0,0,0,0,,0.0
U101446,2026-06,Meta Ads,Guided setup,Desktop,Multi-location,1,1,1,1,0,0,0,0,0,,0.0
U101447,2026-06,SEO / Organic,Self-serve,Desktop,Single location,1,1,1,1,0,0,0,0,0,,0.0
U101448,2026-07,SEO / Organic,Self-serve,Desktop,Multi-location,1,1,1,0,0,0,0,0,0,,0.0
U101449,2026-06,Google Search Ads,Self-serve,Desktop,Single location,1,1,1,1,1,0,0,0,0,5.7,0.0
U101450,2026-06,SEO / Organic,Self-serve,Desktop,Single location,1,1,1,1,1,0,0,0,1,4.4,0.0
U101451,2026-02,Google Search Ads,Self-serve,Mobile,Single location,1,1,0,0,0,0,0,0,0,,0.0
U101452,2026-07,Meta Ads,Self-serve,Mobile,Single location,1,1,0,0,0,0,0,0,0,,0.0
U101453,2026-04,SEO / Organic,Self-serve,Desktop,Single location,1,1,1,0,0,1,0,0,0,,148.86
U101454,2026-03,Meta Ads,Self-serve,Desktop,Multi-location,1,1,0,0,0,0,0,0,0,,0.0
U101455,2026-06,Google Search Ads,Self-serve,Mobile,Single location,1,0,0,0,0,0,0,0,0,,0.0
U101456,2026-05,SEO / Organic,Self-serve,Desktop,Multi-location,1,1,1,1,0,0,0,0,0,,0.0
U101457,2026-07,Partner / Agency,Guided setup,Desktop,Single location,1,1,1,1,1,0,0,0,1,8.2,0.0
U101458,2026-07,SEO / Organic,Guided setup,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101459,2026-04,Google Search Ads,Guided setup,Desktop,Multi-location,1,1,1,1,1,0,0,0,0,10.5,0.0
U101460,2026-03,Google Search Ads,Self-serve,Desktop,Agency,1,1,1,1,1,0,0,0,1,2.9,0.0
U101461,2026-06,Email / Lifecycle,Guided setup,Desktop,Multi-location,1,1,1,1,1,0,0,0,1,2.0,0.0
U101462,2026-07,Meta Ads,Self-serve,Desktop,Single location,1,0,0,0,0,0,0,0,0,,0.0
U101463,2026-05,Partner / Agency,Self-serve,Desktop,Single location,1,1,0,0,0,0,0,0,0,,0.0
U101464,2026-03,SEO / Organic,Self-serve,Desktop,Single location,1,0,0,0,0,0,0,0,0,,0.0
U101465,2026-05,Google Search Ads,Self-serve,Desktop,Agency,1,1,1,1,0,0,0,0,0,,0.0
U101466,2026-04,Google Search Ads,Guided setup,Mobile,Agency,1,1,1,1,1,1,1,1,1,7.2,186.57
U101467,2026-02,Google Search Ads,Self-serve,Mobile,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101468,2026-03,Meta Ads,Self-serve,Mobile,Multi-location,1,1,1,1,0,0,0,0,0,,0.0
U101469,2026-05,Partner / Agency,Self-serve,Desktop,Agency,1,1,1,0,0,0,0,0,1,,0.0
U101470,2026-07,Google Search Ads,Self-serve,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101471,2026-04,SEO / Organic,Self-serve,Desktop,Single location,1,1,1,1,1,0,0,0,1,6.7,0.0
U101472,2026-06,Meta Ads,Self-serve,Desktop,Single location,1,1,0,0,0,0,0,0,0,,0.0
U101473,2026-06,Google Search Ads,Self-serve,Desktop,Single location,1,1,0,0,0,0,0,0,0,,0.0
U101474,2026-07,LinkedIn Ads,Guided setup,Desktop,Agency,1,1,1,1,1,0,0,0,1,1.4,0.0
U101475,2026-06,Partner / Agency,Guided setup,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101476,2026-03,Partner / Agency,Self-serve,Desktop,Single location,1,1,1,1,1,1,1,1,1,6.5,177.06
U101477,2026-04,Partner / Agency,Guided setup,Desktop,Single location,1,1,1,1,1,0,0,0,1,8.9,0.0
U101478,2026-03,SEO / Organic,Self-serve,Desktop,Agency,1,1,1,1,1,0,0,0,1,2.7,0.0
U101479,2026-07,Email / Lifecycle,Guided setup,Desktop,Single location,1,1,1,1,1,0,0,0,0,10.7,0.0
U101480,2026-07,Meta Ads,Self-serve,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101481,2026-07,LinkedIn Ads,Self-serve,Desktop,Multi-location,1,1,1,1,0,0,0,0,0,,0.0
U101482,2026-03,Meta Ads,Self-serve,Desktop,Single location,1,0,0,0,0,0,0,0,0,,0.0
U101483,2026-03,Google Search Ads,Self-serve,Desktop,Multi-location,1,1,1,1,1,1,0,0,1,7.7,159.04
U101484,2026-03,Meta Ads,Self-serve,Desktop,Agency,1,0,0,0,0,0,0,0,0,,0.0
U101485,2026-03,SEO / Organic,Guided setup,Mobile,Single location,1,1,1,0,0,0,0,0,0,,0.0
U101486,2026-04,Meta Ads,Self-serve,Desktop,Single location,1,1,0,0,0,0,0,0,0,,0.0
U101487,2026-07,Google Search Ads,Self-serve,Desktop,Single location,1,1,1,1,0,0,0,0,0,,0.0
